name,GW,position,value,strength_difference,attack_strength_difference,defence_strength_difference,was_home,ict_index_ewma,minutes_ewma,total_points_ewma,total_points
Riccardo Calafiori,3,DEF,56,-1.0,-30.0,10.0,0,7.566666666666666,68.33333333333334,13.0,2
Richarlison de Andrade,1,FWD,65,1.0,50.0,110.0,1,0.0,0.0,0.0,13
Richarlison de Andrade,2,FWD,66,-1.0,-200.0,0.0,0,15.4,71.0,13.0,4
Richarlison de Andrade,3,FWD,67,0.0,-100.0,0.0,1,11.966666666666667,73.0,10.000000000000002,2
Rico Henry,1,DEF,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,1
Rico Henry,2,DEF,45,0.0,-220.0,-40.0,1,2.6,87.0,1.0,1
Rico Henry,3,DEF,45,1.0,30.0,240.0,0,1.8000000000000003,60.00000000000001,1.0,-1
Rico Lewis,1,DEF,50,1.0,130.0,300.0,0,0.0,0.0,0.0,11
Rico Lewis,2,DEF,50,1.0,0.0,200.0,1,5.0,65.0,11.0,1
Rico Lewis,3,DEF,50,1.0,40.0,290.0,0,4.533333333333334,73.33333333333334,7.666666666666667,1
Rio Cardines,1,MID,45,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Rio Cardines,2,MID,45,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Rio Cardines,3,MID,45,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Rio Ngumoha,1,MID,45,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Rio Ngumoha,2,MID,45,1.0,90.0,250.0,0,0.0,0.0,0.0,6
Rio Ngumoha,3,MID,45,1.0,-10.0,30.0,1,1.6999999999999997,0.3333333333333333,2.0,0
Rob Holding,1,DEF,40,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Rob Holding,2,DEF,40,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Rob Holding,3,DEF,40,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Robert Lynch Sánchez,1,GK,50,1.0,-40.0,90.0,1,0.0,0.0,0.0,8
Robert Lynch Sánchez,2,GK,50,1.0,90.0,200.0,0,2.4,90.0,8.0,3
Robert Lynch Sánchez,3,GK,50,1.0,30.0,90.0,1,2.4,90.0,6.333333333333334,6
Robin Roefs,1,GK,45,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,8
Robin Roefs,2,GK,45,0.0,0.0,0.0,0,3.0,90.0,8.0,1
Robin Roefs,3,GK,45,-1.0,-240.0,-30.0,1,2.1333333333333333,90.0,5.666666666666667,8
Rodrigo 'Rodri' Hernandez Cascante,1,MID,65,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Rodrigo 'Rodri' Hernandez Cascante,2,MID,64,1.0,0.0,200.0,1,0.0,0.0,0.0,1
Rodrigo 'Rodri' Hernandez Cascante,3,MID,64,1.0,40.0,290.0,0,1.1333333333333333,5.0,0.3333333333333333,2
Rodrigo Bentancur,1,MID,55,1.0,50.0,110.0,1,0.0,0.0,0.0,1
Rodrigo Bentancur,2,MID,55,-1.0,-200.0,0.0,0,0.6,19.0,1.0,3
Rodrigo Bentancur,3,MID,55,0.0,-100.0,0.0,1,1.2666666666666666,42.66666666666667,1.6666666666666667,2
Rodrigo Martins Gomes,1,DEF,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,1
Rodrigo Martins Gomes,2,DEF,45,0.0,-100.0,50.0,0,0.7,17.0,1.0,0
Rodrigo Martins Gomes,3,DEF,45,0.0,-10.0,-20.0,1,0.4666666666666667,11.333333333333334,0.6666666666666667,7
Rodrigo Muniz Carvalho,1,FWD,55,0.0,-80.0,30.0,0,0.0,0.0,0.0,7
Rodrigo Muniz Carvalho,2,FWD,55,0.0,-10.0,10.0,1,6.4,24.0,7.0,0
Rodrigo Muniz Carvalho,3,FWD,55,-1.0,-90.0,-30.0,0,5.300000000000001,39.33333333333333,4.666666666666667,1
Romain Esse,1,MID,50,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Romain Esse,2,MID,50,0.0,-60.0,-70.0,1,0.0,0.0,0.0,1
Romain Esse,3,MID,49,0.0,-10.0,80.0,0,0.2333333333333333,8.0,0.3333333333333333,0
Romain Faivre,1,MID,45,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Romain Faivre,2,MID,45,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Romain Faivre,3,MID,45,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Romaine Mundle,1,MID,50,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Romaine Mundle,2,MID,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Romaine Mundle,3,MID,49,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Roman Dixon,1,DEF,40,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Roman Dixon,2,DEF,40,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Roman Dixon,3,DEF,40,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Romelle Donovan,1,MID,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Romelle Donovan,2,MID,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Romelle Donovan,3,MID,45,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Roméo Lavia,1,MID,50,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Roméo Lavia,2,MID,50,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Roméo Lavia,3,MID,49,1.0,30.0,90.0,1,0.0,0.0,0.0,0
Ross Barkley,1,MID,50,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Ross Barkley,2,MID,50,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Ross Barkley,3,MID,49,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Ryan Christie,1,MID,50,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Ryan Christie,2,MID,50,0.0,-50.0,100.0,1,0.0,0.0,0.0,1
Ryan Christie,3,MID,50,0.0,0.0,100.0,0,0.7666666666666666,8.0,0.3333333333333333,1
Ryan Gravenberch,1,MID,55,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Ryan Gravenberch,2,MID,55,1.0,90.0,250.0,0,0.0,0.0,0.0,7
Ryan Gravenberch,3,MID,55,1.0,-10.0,30.0,1,1.8,30.0,2.333333333333333,2
Ryan Sessegnon,1,MID,55,0.0,-80.0,30.0,0,0.0,0.0,0.0,0
Ryan Sessegnon,2,MID,55,0.0,-10.0,10.0,1,0.0,0.0,0.0,2
Ryan Sessegnon,3,MID,54,-1.0,-90.0,-30.0,0,1.0666666666666667,20.333333333333332,0.6666666666666666,2
Ryan Trevitt,1,MID,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Ryan Trevitt,2,MID,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Ryan Trevitt,3,MID,45,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Ryan Yates,1,MID,50,0.0,-140.0,100.0,1,0.0,0.0,0.0,1
Ryan Yates,2,MID,50,0.0,70.0,60.0,0,0.8,6.0,1.0,1
Ryan Yates,3,MID,49,0.0,50.0,80.0,1,0.6666666666666667,4.666666666666667,1.0,0
Rúben dos Santos Gato Alves Dias,1,DEF,55,1.0,130.0,300.0,0,0.0,0.0,0.0,6
Rúben dos Santos Gato Alves Dias,2,DEF,55,1.0,0.0,200.0,1,2.5,90.0,6.0,1
Rúben dos Santos Gato Alves Dias,3,DEF,55,1.0,40.0,290.0,0,2.3333333333333335,90.0,4.333333333333333,1
Sam Byram,1,DEF,40,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,0
Sam Byram,2,DEF,40,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,1
Sam Byram,3,DEF,40,-2.0,-270.0,-120.0,1,0.0,2.333333333333333,0.3333333333333333,0
Sam Greenwood,1,MID,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,0
Sam Greenwood,2,MID,50,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,0
Sam Greenwood,3,MID,49,-2.0,-270.0,-120.0,1,0.0,0.0,0.0,0
Sam Johnstone,1,GK,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Sam Johnstone,2,GK,45,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Sam Johnstone,3,GK,45,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Sam Proctor,2,GK,40,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Sam Proctor,3,GK,40,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Samuel Amissah,1,DEF,40,0.0,-80.0,30.0,0,0.0,0.0,0.0,0
Samuel Amissah,2,DEF,40,0.0,-10.0,10.0,1,0.0,0.0,0.0,0
Samuel Amissah,3,DEF,40,-1.0,-90.0,-30.0,0,0.0,0.0,0.0,0
Samuel Iling-Junior,1,MID,55,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Samuel Iling-Junior,2,MID,55,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Samuel Iling-Junior,3,MID,55,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Sander Berge,1,MID,50,0.0,-80.0,30.0,0,0.0,0.0,0.0,2
Sander Berge,2,MID,50,0.0,-10.0,10.0,1,0.2,65.0,2.0,2
Sander Berge,3,MID,50,-1.0,-90.0,-30.0,0,0.6,73.33333333333334,2.0,2
Sandro Tonali,1,MID,55,1.0,30.0,210.0,0,0.0,0.0,0.0,3
Sandro Tonali,2,MID,55,-1.0,-250.0,-90.0,1,4.3,90.0,3.0,2
Sandro Tonali,3,MID,54,2.0,120.0,270.0,0,3.2,81.66666666666667,2.6666666666666665,3
Santiago Ignacio Bueno,1,DEF,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Santiago Ignacio Bueno,2,DEF,45,0.0,-100.0,50.0,0,0.0,0.0,0.0,1
Santiago Ignacio Bueno,3,DEF,45,0.0,-10.0,-20.0,1,0.39999999999999997,11.333333333333332,0.3333333333333333,3
Saša Kalajdžić,1,FWD,50,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Saša Kalajdžić,2,FWD,50,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Saša Kalajdžić,3,FWD,49,0.0,-10.0,-20.0,1,0.0,0.0,0.0,1
Saša Lukić,1,MID,50,0.0,-80.0,30.0,0,0.0,0.0,0.0,2
Saša Lukić,2,MID,50,0.0,-10.0,10.0,1,1.7,90.0,2.0,3
Saša Lukić,3,MID,50,-1.0,-90.0,-30.0,0,3.8,90.0,2.3333333333333335,1
Sean Longstaff,1,MID,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,1
Sean Longstaff,2,MID,50,-2.0,-240.0,-250.0,0,0.1,1.0,1.0,1
Sean Longstaff,3,MID,49,-2.0,-270.0,-120.0,1,0.13333333333333336,11.333333333333332,1.0,5
Sean Neave,1,FWD,45,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Sean Neave,2,FWD,45,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Sean Neave,3,FWD,45,2.0,120.0,270.0,0,0.0,0.0,0.0,0
Sebastiaan Bornauw,1,DEF,40,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,0
Sebastiaan Bornauw,2,DEF,40,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,0
Sebastiaan Bornauw,3,DEF,40,-2.0,-270.0,-120.0,1,0.0,0.0,0.0,0
Sepp van den Berg,1,DEF,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,3
Sepp van den Berg,2,DEF,45,0.0,-220.0,-40.0,1,5.9,90.0,3.0,8
Sepp van den Berg,3,DEF,45,1.0,30.0,240.0,0,4.866666666666667,90.0,4.666666666666666,3
Seung-Soo Park,1,MID,45,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Seung-Soo Park,2,MID,45,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Seung-Soo Park,3,MID,45,2.0,120.0,270.0,0,0.0,0.0,0.0,0
Shurandy Sambo,1,DEF,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Shurandy Sambo,2,DEF,40,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Shurandy Sambo,3,DEF,40,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Simon Adingra,1,MID,55,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,6
Simon Adingra,2,MID,55,0.0,0.0,0.0,0,2.0,75.0,6.0,1
Simon Adingra,3,MID,55,-1.0,-240.0,-30.0,1,2.2666666666666666,70.66666666666667,4.333333333333333,1
Simon Moore,1,GK,40,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Simon Moore,2,GK,40,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Simon Moore,3,GK,40,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Solly March,1,MID,60,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Solly March,2,MID,59,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Solly March,3,MID,59,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Son Heung-min,1,MID,85,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Son Heung-min,2,MID,85,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Son Heung-min,3,MID,85,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
Stefan Bajčetić Maquieira,1,MID,45,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Stefan Bajčetić Maquieira,2,MID,45,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Stefan Bajčetić Maquieira,3,MID,44,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Stefan Ortega Moreno,1,GK,50,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Stefan Ortega Moreno,2,GK,50,1.0,0.0,200.0,1,0.0,0.0,0.0,0
Stefan Ortega Moreno,3,GK,49,1.0,40.0,290.0,0,0.0,0.0,0.0,0
Stefanos Tzimas,1,FWD,55,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Stefanos Tzimas,2,FWD,55,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Stefanos Tzimas,3,FWD,54,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Steven Benda,1,GK,40,0.0,-80.0,30.0,0,0.0,0.0,0.0,0
Steven Benda,2,GK,40,0.0,-10.0,10.0,1,0.0,0.0,0.0,0
Steven Benda,3,GK,40,-1.0,-90.0,-30.0,0,0.0,0.0,0.0,0
Sven Botman,1,DEF,50,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Sven Botman,2,DEF,50,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Sven Botman,3,DEF,49,2.0,120.0,270.0,0,0.0,0.0,0.0,8
Sverre Nypan,1,MID,50,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Sverre Nypan,2,MID,50,1.0,0.0,200.0,1,0.0,0.0,0.0,0
Sverre Nypan,3,MID,50,1.0,40.0,290.0,0,0.0,0.0,0.0,0
Sávio Moreira de Oliveira,1,MID,70,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Sávio Moreira de Oliveira,2,MID,69,1.0,0.0,200.0,1,0.0,0.0,0.0,0
Sávio Moreira de Oliveira,3,MID,69,1.0,40.0,290.0,0,0.0,0.0,0.0,0
Séamus Coleman,1,DEF,45,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Séamus Coleman,2,DEF,45,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Séamus Coleman,3,DEF,45,0.0,20.0,10.0,0,0.0,0.0,0.0,1
Sékou Koné,1,MID,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Sékou Koné,2,MID,45,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Sékou Koné,3,MID,45,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Taiwo Awoniyi,1,FWD,55,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Taiwo Awoniyi,2,FWD,55,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Taiwo Awoniyi,3,FWD,54,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Takai Kōta,1,DEF,40,1.0,50.0,110.0,1,0.0,0.0,0.0,0
Takai Kōta,2,DEF,40,-1.0,-200.0,0.0,0,0.0,0.0,0.0,0
Takai Kōta,3,DEF,40,0.0,-100.0,0.0,1,0.0,0.0,0.0,0
Tanaka Ao,1,MID,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,3
Tanaka Ao,2,MID,50,-2.0,-240.0,-250.0,0,3.6,90.0,3.0,1
Tanaka Ao,3,MID,50,-2.0,-270.0,-120.0,1,2.5000000000000004,79.0,2.3333333333333335,0
Tariq Lamptey,1,DEF,45,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Tariq Lamptey,2,DEF,45,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Tariq Lamptey,3,DEF,44,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Tawanda Chirewa,1,MID,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Tawanda Chirewa,2,MID,45,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Tawanda Chirewa,3,MID,45,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Thierno Barry,1,FWD,60,1.0,90.0,40.0,0,0.0,0.0,0.0,1
Thierno Barry,2,FWD,60,0.0,-70.0,-80.0,1,0.3,4.0,1.0,2
Thierno Barry,3,FWD,59,0.0,20.0,10.0,0,0.6,23.666666666666668,1.3333333333333335,1
Tijjani Reijnders,1,MID,55,1.0,130.0,300.0,0,0.0,0.0,0.0,10
Tijjani Reijnders,2,MID,56,1.0,0.0,200.0,1,10.2,90.0,10.0,2
Tijjani Reijnders,3,MID,57,1.0,40.0,290.0,0,7.300000000000001,90.0,7.333333333333335,2
Tim Iroegbunam,1,MID,50,1.0,90.0,40.0,0,0.0,0.0,0.0,2
Tim Iroegbunam,2,MID,50,0.0,-70.0,-80.0,1,1.3,70.0,2.0,2
Tim Iroegbunam,3,MID,50,0.0,20.0,10.0,0,1.3,70.0,2.0,1
Timothy Castagne,1,DEF,45,0.0,-80.0,30.0,0,0.0,0.0,0.0,1
Timothy Castagne,2,DEF,45,0.0,-10.0,10.0,1,0.3,6.0,1.0,2
Timothy Castagne,3,DEF,45,-1.0,-90.0,-30.0,0,1.2333333333333332,24.333333333333332,1.3333333333333335,0
Timothée Pembélé,1,DEF,40,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Timothée Pembélé,2,DEF,40,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Timothée Pembélé,3,DEF,40,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Tino Livramento,1,DEF,50,1.0,30.0,210.0,0,0.0,0.0,0.0,9
Tino Livramento,2,DEF,50,-1.0,-250.0,-90.0,1,4.7,90.0,9.0,4
Tino Livramento,3,DEF,51,2.0,120.0,270.0,0,4.6000000000000005,90.0,7.333333333333334,6
Toby Collyer,1,MID,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Toby Collyer,2,MID,45,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Toby Collyer,3,MID,45,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Tom Cairney,1,MID,50,0.0,-80.0,30.0,0,0.0,0.0,0.0,0
Tom Cairney,2,MID,50,0.0,-10.0,10.0,1,0.0,24.0,0.0,0
Tom Cairney,3,MID,49,-1.0,-90.0,-30.0,0,0.0,16.0,0.0,0
Tom Edozie,1,MID,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Tom Edozie,2,MID,45,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Tom Edozie,3,MID,45,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Tom Heaton,1,GK,40,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Tom Heaton,2,GK,40,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Tom Heaton,3,GK,40,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Tom King,1,GK,40,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Tom King,2,GK,40,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Tom King,3,GK,40,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Tom McGill,1,GK,40,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Tom McGill,2,GK,40,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Tom McGill,3,GK,40,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Tom Watson,1,MID,50,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Tom Watson,2,MID,50,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Tom Watson,3,MID,50,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Tommy Setford,1,GK,40,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Tommy Setford,2,GK,40,2.0,250.0,240.0,1,0.0,0.0,0.0,0
Tommy Setford,3,GK,40,-1.0,-30.0,10.0,0,0.0,0.0,0.0,0
Tomáš Souček,1,MID,60,1.0,50.0,50.0,0,0.0,0.0,0.0,1
Tomáš Souček,2,MID,59,-1.0,-200.0,-90.0,1,2.5,19.0,1.0,2
Tomáš Souček,3,MID,59,0.0,-80.0,-50.0,0,2.6333333333333337,35.66666666666667,1.3333333333333335,3
Tosin Adarabioyo,1,DEF,45,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Tosin Adarabioyo,2,DEF,45,1.0,90.0,200.0,0,0.0,0.0,0.0,2
Tosin Adarabioyo,3,DEF,45,1.0,30.0,90.0,1,0.9333333333333332,30.0,0.6666666666666666,8
Toti Gomes,1,DEF,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Toti Gomes,2,DEF,45,0.0,-100.0,50.0,0,2.5,90.0,0.0,-2
Toti Gomes,3,DEF,45,0.0,-10.0,-20.0,1,1.9333333333333336,76.0,-0.6666666666666666,3
Trai Hume,1,DEF,45,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,6
Trai Hume,2,DEF,45,0.0,0.0,0.0,0,3.3,90.0,6.0,1
Trai Hume,3,DEF,45,-1.0,-240.0,-30.0,1,3.1,90.0,4.333333333333333,2
Travis Patterson,3,DEF,40,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Trevoh Chalobah,1,DEF,50,1.0,-40.0,90.0,1,0.0,0.0,0.0,6
Trevoh Chalobah,2,DEF,50,1.0,90.0,200.0,0,3.0,90.0,6.0,8
Trevoh Chalobah,3,DEF,50,1.0,30.0,90.0,1,4.633333333333333,82.66666666666667,6.666666666666666,13
Trey Nyoni,1,MID,45,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Trey Nyoni,2,MID,45,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Trey Nyoni,3,MID,44,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Triston Rowe,2,DEF,40,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Triston Rowe,3,DEF,40,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Tyler Adams,1,MID,50,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,4
Tyler Adams,2,MID,50,0.0,-50.0,100.0,1,2.7,90.0,4.0,2
Tyler Adams,3,MID,50,0.0,0.0,100.0,0,2.9000000000000004,89.0,3.3333333333333335,4
Tyler Dibling,3,MID,55,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Tyler Fredricson,1,DEF,40,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Tyler Fredricson,2,DEF,40,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Tyler Fredricson,3,DEF,40,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Tyler Morton,1,MID,45,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Tyler Morton,2,MID,45,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Tyler Morton,3,MID,45,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Tyler Onyango,2,MID,45,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Tyler Onyango,3,MID,45,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Tyrell Malacia,1,DEF,40,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Tyrell Malacia,2,DEF,40,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Tyrell Malacia,3,DEF,40,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Tyrick Mitchell,1,DEF,50,-1.0,-90.0,40.0,0,0.0,0.0,0.0,9
Tyrick Mitchell,2,DEF,50,0.0,-60.0,-70.0,1,2.6,90.0,9.0,1
Tyrick Mitchell,3,DEF,50,0.0,-10.0,80.0,0,3.4000000000000004,90.0,6.333333333333334,6
Tyrique George,1,MID,50,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Tyrique George,2,MID,50,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Tyrique George,3,MID,49,1.0,30.0,90.0,1,0.0,0.0,0.0,3
Tyrone Mings,1,DEF,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,6
Tyrone Mings,2,DEF,45,0.0,40.0,220.0,0,1.7,90.0,6.0,2
Tyrone Mings,3,DEF,45,0.0,-80.0,10.0,1,2.6333333333333337,90.0,4.666666666666667,1
Viktor Gyökeres,1,FWD,90,1.0,250.0,190.0,0,0.0,0.0,0.0,1
Viktor Gyökeres,2,FWD,90,2.0,250.0,240.0,1,1.2,59.0,1.0,12
Viktor Gyökeres,3,FWD,90,-1.0,-30.0,10.0,0,4.566666666666666,69.33333333333334,4.666666666666667,1
Virgil van Dijk,1,DEF,60,2.0,90.0,220.0,1,0.0,0.0,0.0,3
Virgil van Dijk,2,DEF,60,1.0,90.0,250.0,0,7.5,90.0,3.0,3
Virgil van Dijk,3,DEF,60,1.0,-10.0,30.0,1,6.300000000000001,90.0,3.0,8
Vitalii Mykolenko,1,DEF,50,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Vitalii Mykolenko,2,DEF,50,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Vitalii Mykolenko,3,DEF,49,0.0,20.0,10.0,0,0.0,0.0,0.0,1
Vitaly Janelt,1,MID,50,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Vitaly Janelt,2,MID,50,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Vitaly Janelt,3,MID,49,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Vitor de Oliveira Nunes dos Reis,1,DEF,50,1.0,130.0,300.0,0,0.0,0.0,0.0,0
Vitor de Oliveira Nunes dos Reis,2,DEF,50,1.0,0.0,200.0,1,0.0,0.0,0.0,0
Vitor de Oliveira Nunes dos Reis,3,DEF,50,1.0,40.0,290.0,0,0.0,0.0,0.0,0
Václav Hladký,1,GK,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Václav Hladký,2,GK,40,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Václav Hladký,3,GK,40,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Walter Benítez,1,GK,40,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Walter Benítez,2,GK,40,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Walter Benítez,3,GK,40,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Wes Foderingham,1,GK,40,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Wes Foderingham,2,GK,40,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,0
Wes Foderingham,3,GK,40,0.0,-80.0,-50.0,0,0.0,0.0,0.0,0
Wesley Fofana,1,DEF,45,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
