name,GW,position,value,strength_difference,attack_strength_difference,defence_strength_difference,was_home,ict_index_ewma,minutes_ewma,total_points_ewma,total_points
Enso González Medina,3,MID,45,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Enzo Barrenechea,1,MID,50,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Enzo Barrenechea,2,MID,50,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Enzo Barrenechea,3,MID,50,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Enzo Fernández,1,MID,65,1.0,-40.0,90.0,1,0.0,0.0,0.0,3
Enzo Fernández,2,MID,65,1.0,90.0,200.0,0,2.2,78.0,3.0,10
Enzo Fernández,3,MID,65,1.0,30.0,90.0,1,4.133333333333334,82.0,5.333333333333333,12
Enzo Le Fée,1,MID,50,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,1
Enzo Le Fée,2,MID,50,0.0,0.0,0.0,0,0.4,14.0,1.0,1
Enzo Le Fée,3,MID,49,-1.0,-240.0,-30.0,1,1.4666666666666668,18.333333333333336,1.0,11
Eric da Silva Moreira,1,MID,45,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Eric da Silva Moreira,2,MID,45,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Eric da Silva Moreira,3,MID,45,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Erling Haaland,1,FWD,140,1.0,130.0,300.0,0,0.0,0.0,0.0,13
Erling Haaland,2,FWD,140,1.0,0.0,200.0,1,12.9,72.0,13.0,2
Erling Haaland,3,FWD,141,1.0,40.0,290.0,0,9.666666666666668,78.0,9.333333333333334,9
Estêvão Almeida de Oliveira Gonçalves,1,MID,65,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Estêvão Almeida de Oliveira Gonçalves,2,MID,65,1.0,90.0,200.0,0,1.4,36.0,0.0,5
Estêvão Almeida de Oliveira Gonçalves,3,MID,65,1.0,30.0,90.0,1,3.2333333333333334,49.333333333333336,1.6666666666666665,3
Ethan Ampadu,1,MID,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,3
Ethan Ampadu,2,MID,50,-2.0,-240.0,-250.0,0,1.8,77.0,3.0,0
Ethan Ampadu,3,MID,49,-2.0,-270.0,-120.0,1,1.2000000000000002,51.333333333333336,2.0,0
Ethan Nwaneri,1,MID,55,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Ethan Nwaneri,2,MID,55,2.0,250.0,240.0,1,0.0,0.0,0.0,1
Ethan Nwaneri,3,MID,54,-1.0,-30.0,10.0,0,0.39999999999999997,17.333333333333332,0.3333333333333333,0
Ethan Pinnock,1,DEF,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Ethan Pinnock,2,DEF,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Ethan Pinnock,3,DEF,44,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Ethan Wheatley,1,FWD,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Ethan Wheatley,2,FWD,45,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Ethan Wheatley,3,FWD,45,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Etienne Green,1,GK,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Etienne Green,2,GK,40,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Etienne Green,3,GK,40,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Evan Ferguson,1,FWD,55,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Evan Ferguson,2,FWD,55,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Evan Ferguson,3,FWD,55,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Evann Guessand,1,MID,65,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Evann Guessand,2,MID,65,0.0,40.0,220.0,0,0.0,0.0,0.0,1
Evann Guessand,3,MID,64,0.0,-80.0,10.0,1,0.16666666666666666,5.0,0.3333333333333333,1
Ezri Konsa Ngoyo,1,DEF,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,3
Ezri Konsa Ngoyo,2,DEF,45,0.0,40.0,220.0,0,0.3,65.0,3.0,0
Ezri Konsa Ngoyo,3,DEF,45,0.0,-80.0,10.0,1,0.2,43.333333333333336,2.0,1
Fabian Schär,1,DEF,55,1.0,30.0,210.0,0,0.0,0.0,0.0,8
Fabian Schär,2,DEF,55,-1.0,-250.0,-90.0,1,2.0,90.0,8.0,1
Fabian Schär,3,DEF,55,2.0,120.0,270.0,0,2.066666666666667,86.66666666666667,5.666666666666667,6
Facundo Buonanotte,1,MID,50,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Facundo Buonanotte,2,MID,50,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Facundo Buonanotte,3,MID,49,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Federico Chiesa,1,MID,65,2.0,90.0,220.0,1,0.0,0.0,0.0,6
Federico Chiesa,2,MID,65,1.0,90.0,250.0,0,5.3,8.0,6.0,1
Federico Chiesa,3,MID,65,1.0,-10.0,30.0,1,3.6000000000000005,8.666666666666668,4.333333333333333,1
Felipe Rodrigues da Silva,1,DEF,45,0.0,-140.0,100.0,1,0.0,0.0,0.0,0
Felipe Rodrigues da Silva,2,DEF,45,0.0,70.0,60.0,0,0.0,0.0,0.0,0
Felipe Rodrigues da Silva,3,DEF,45,0.0,50.0,80.0,1,0.0,0.0,0.0,0
Fer López González,1,MID,55,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,1
Fer López González,2,MID,55,0.0,-100.0,50.0,0,2.3,18.0,1.0,0
Fer López González,3,MID,54,0.0,-10.0,-20.0,1,1.5333333333333334,12.000000000000002,0.6666666666666667,1
Ferdi Kadıoğlu,1,DEF,45,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Ferdi Kadıoğlu,2,DEF,45,0.0,80.0,70.0,0,0.1,21.0,0.0,0
Ferdi Kadıoğlu,3,DEF,44,-1.0,-290.0,-40.0,1,0.13333333333333336,21.666666666666668,0.0,0
Filip Jörgensen,1,GK,45,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Filip Jörgensen,2,GK,45,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Filip Jörgensen,3,GK,45,1.0,30.0,90.0,1,0.0,0.0,0.0,0
Filip Marschall,1,GK,40,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Filip Marschall,2,GK,40,0.0,40.0,220.0,0,0.0,0.0,0.0,0
Filip Marschall,3,GK,40,0.0,-80.0,10.0,1,0.0,0.0,0.0,0
Florian Wirtz,1,MID,85,2.0,90.0,220.0,1,0.0,0.0,0.0,2
Florian Wirtz,2,MID,85,1.0,90.0,250.0,0,6.9,81.0,2.0,2
Florian Wirtz,3,MID,84,1.0,-10.0,30.0,1,5.633333333333334,80.33333333333334,2.0,3
Francisco Evanilson de Lima Barbosa,1,FWD,70,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,1
Francisco Evanilson de Lima Barbosa,2,FWD,70,0.0,-50.0,100.0,1,1.6,90.0,1.0,2
Francisco Evanilson de Lima Barbosa,3,FWD,70,0.0,0.0,100.0,0,2.9333333333333336,89.0,1.3333333333333335,8
Franco Umeh-Chibueze,1,MID,45,-1.0,-90.0,40.0,0,0.0,0.0,0.0,0
Franco Umeh-Chibueze,2,MID,45,0.0,-60.0,-70.0,1,0.0,0.0,0.0,0
Franco Umeh-Chibueze,3,MID,45,0.0,-10.0,80.0,0,0.0,0.0,0.0,0
Frank Onyeka,1,MID,50,0.0,-100.0,140.0,0,0.0,0.0,0.0,4
Frank Onyeka,2,MID,50,0.0,-220.0,-40.0,1,0.1,21.0,4.0,1
Frank Onyeka,3,MID,50,1.0,30.0,240.0,0,0.2,21.0,3.0000000000000004,4
Freddie Potts,1,MID,45,1.0,50.0,50.0,0,0.0,0.0,0.0,0
Freddie Potts,2,MID,45,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,1
Freddie Potts,3,MID,45,0.0,-80.0,-50.0,0,0.3333333333333333,15.0,0.3333333333333333,0
Freddie Woodman,1,GK,40,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Freddie Woodman,2,GK,40,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Freddie Woodman,3,GK,40,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Fábio Ferreira Vieira,1,MID,55,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Fábio Ferreira Vieira,2,MID,55,2.0,250.0,240.0,1,0.0,0.0,0.0,0
Fábio Ferreira Vieira,3,MID,54,-1.0,-30.0,10.0,0,0.0,0.0,0.0,0
Fábio Freitas Gouveia Carvalho,1,MID,50,0.0,-100.0,140.0,0,0.0,0.0,0.0,2
Fábio Freitas Gouveia Carvalho,2,MID,50,0.0,-220.0,-40.0,1,1.3,90.0,2.0,0
Fábio Freitas Gouveia Carvalho,3,MID,50,1.0,30.0,240.0,0,0.8666666666666668,60.00000000000001,1.3333333333333335,1
Fábio Soares Silva,1,FWD,50,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Fábio Soares Silva,2,FWD,50,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Fábio Soares Silva,3,FWD,49,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Gabriel Fernando de Jesus,1,FWD,65,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Gabriel Fernando de Jesus,2,FWD,65,2.0,250.0,240.0,1,0.0,0.0,0.0,0
Gabriel Fernando de Jesus,3,FWD,65,-1.0,-30.0,10.0,0,0.0,0.0,0.0,0
Gabriel Gudmundsson,1,DEF,40,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,9
Gabriel Gudmundsson,2,DEF,40,-2.0,-240.0,-250.0,0,8.1,90.0,9.0,-1
Gabriel Gudmundsson,3,DEF,40,-2.0,-270.0,-120.0,1,5.733333333333333,90.0,5.666666666666668,9
Gabriel Martinelli Silva,1,MID,70,1.0,250.0,190.0,0,0.0,0.0,0.0,1
Gabriel Martinelli Silva,2,MID,70,2.0,250.0,240.0,1,3.8,59.0,1.0,0
Gabriel Martinelli Silva,3,MID,69,-1.0,-30.0,10.0,0,2.5333333333333337,39.333333333333336,0.6666666666666667,3
Gabriel Słonina,1,GK,40,1.0,-40.0,90.0,1,0.0,0.0,0.0,0
Gabriel Słonina,2,GK,40,1.0,90.0,200.0,0,0.0,0.0,0.0,0
Gabriel Słonina,3,GK,40,1.0,30.0,90.0,1,0.0,0.0,0.0,0
Gabriel dos Santos Magalhães,1,DEF,60,1.0,250.0,190.0,0,0.0,0.0,0.0,6
Gabriel dos Santos Magalhães,2,DEF,60,2.0,250.0,240.0,1,2.7,90.0,6.0,6
Gabriel dos Santos Magalhães,3,DEF,61,-1.0,-30.0,10.0,0,2.566666666666667,90.0,6.0,2
Garang Kuol,1,MID,45,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Garang Kuol,2,MID,45,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Garang Kuol,3,MID,45,2.0,120.0,270.0,0,0.0,0.0,0.0,0
George Earthy,1,MID,45,1.0,50.0,50.0,0,0.0,0.0,0.0,0
George Earthy,2,MID,45,-1.0,-200.0,-90.0,1,0.0,0.0,0.0,0
George Earthy,3,MID,45,0.0,-80.0,-50.0,0,0.0,0.0,0.0,0
Georginio Rutter,1,MID,60,0.0,-30.0,80.0,1,0.0,0.0,0.0,6
Georginio Rutter,2,MID,60,0.0,80.0,70.0,0,1.8,68.0,6.0,0
Georginio Rutter,3,MID,59,-1.0,-290.0,-40.0,1,1.2000000000000002,45.333333333333336,4.0,1
Giorgi Mamardashvili,1,GK,45,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Giorgi Mamardashvili,2,GK,45,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Giorgi Mamardashvili,3,GK,44,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Giovanni Leoni,2,DEF,50,1.0,90.0,250.0,0,0.0,0.0,0.0,0
Giovanni Leoni,3,DEF,50,1.0,-10.0,30.0,1,0.0,0.0,0.0,0
Gonçalo Manuel Ganchinho Guedes,1,MID,55,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,0
Gonçalo Manuel Ganchinho Guedes,2,MID,55,0.0,-100.0,50.0,0,0.0,0.0,0.0,0
Gonçalo Manuel Ganchinho Guedes,3,MID,55,0.0,-10.0,-20.0,1,0.0,0.0,0.0,0
Granit Xhaka,1,MID,50,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,3
Granit Xhaka,2,MID,50,0.0,0.0,0.0,0,4.7,90.0,3.0,4
Granit Xhaka,3,MID,50,-1.0,-240.0,-30.0,1,4.633333333333334,90.0,3.333333333333333,4
Guglielmo Vicario,1,GK,50,1.0,50.0,110.0,1,0.0,0.0,0.0,9
Guglielmo Vicario,2,GK,50,-1.0,-200.0,0.0,0,3.0,90.0,9.0,9
Guglielmo Vicario,3,GK,50,0.0,-100.0,0.0,1,2.933333333333333,90.0,9.0,3
Guido Rodríguez,1,MID,50,1.0,50.0,50.0,0,0.0,0.0,0.0,2
Guido Rodríguez,2,MID,50,-1.0,-200.0,-90.0,1,0.7,70.0,2.0,0
Guido Rodríguez,3,MID,50,0.0,-80.0,-50.0,0,0.4666666666666667,46.66666666666667,1.3333333333333335,0
Gustavo Nunes Fernandes Gomes,1,MID,50,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Gustavo Nunes Fernandes Gomes,2,MID,50,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Gustavo Nunes Fernandes Gomes,3,MID,50,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Habib Diarra,1,MID,55,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,3
Habib Diarra,2,MID,55,0.0,0.0,0.0,0,3.0,90.0,3.0,2
Habib Diarra,3,MID,55,-1.0,-240.0,-30.0,1,2.8,86.33333333333334,2.6666666666666665,4
Hamed Traorè,1,MID,45,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,4
Hamed Traorè,2,MID,45,0.0,-50.0,100.0,1,3.1,16.0,4.0,0
Hamed Traorè,3,MID,45,0.0,0.0,100.0,0,2.066666666666667,10.666666666666668,2.666666666666667,0
Hannes Delcroix,1,DEF,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,0
Hannes Delcroix,2,DEF,40,0.0,0.0,0.0,1,0.0,0.0,0.0,0
Hannes Delcroix,3,DEF,40,-1.0,-50.0,-60.0,0,0.0,0.0,0.0,0
Hannibal Mejbri,1,MID,50,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,2
Hannibal Mejbri,2,MID,50,0.0,0.0,0.0,1,0.6,62.0,2.0,5
Hannibal Mejbri,3,MID,50,-1.0,-50.0,-60.0,0,1.4666666666666668,68.66666666666667,3.0,2
Harrison Armstrong,1,MID,45,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Harrison Armstrong,2,MID,45,0.0,-70.0,-80.0,1,0.0,0.0,0.0,1
Harrison Armstrong,3,MID,45,0.0,20.0,10.0,0,0.0,0.3333333333333333,0.3333333333333333,0
Harrison Ashby,1,DEF,40,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Harrison Ashby,2,DEF,40,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Harrison Ashby,3,DEF,40,2.0,120.0,270.0,0,0.0,0.0,0.0,0
Harrison Jones,1,MID,45,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Harrison Jones,2,MID,45,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Harrison Jones,3,MID,45,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Harrison Reed,1,MID,45,0.0,-80.0,30.0,0,0.0,0.0,0.0,0
Harrison Reed,2,MID,45,0.0,-10.0,10.0,1,0.0,0.0,0.0,0
Harrison Reed,3,MID,45,-1.0,-90.0,-30.0,0,0.0,0.0,0.0,0
Harry Amass,1,DEF,40,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Harry Amass,2,DEF,40,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Harry Amass,3,DEF,40,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Harry Maguire,1,DEF,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,1
Harry Maguire,2,DEF,45,0.0,-10.0,10.0,0,0.6,10.0,1.0,1
Harry Maguire,3,DEF,45,1.0,60.0,50.0,1,0.5333333333333333,7.666666666666668,1.0,0
Harry Tyrer,1,GK,40,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Harry Tyrer,2,GK,40,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Harry Tyrer,3,GK,40,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Harry Wilson,1,MID,55,0.0,-80.0,30.0,0,0.0,0.0,0.0,5
Harry Wilson,2,MID,55,0.0,-10.0,10.0,1,2.1,90.0,5.0,1
Harry Wilson,3,MID,55,-1.0,-90.0,-30.0,0,1.7666666666666668,69.33333333333334,3.6666666666666674,1
Harvey Barnes,1,MID,65,1.0,30.0,210.0,0,0.0,0.0,0.0,3
Harvey Barnes,2,MID,65,-1.0,-250.0,-90.0,1,9.5,89.0,3.0,2
Harvey Barnes,3,MID,65,2.0,120.0,270.0,0,7.066666666666667,84.33333333333334,2.6666666666666665,1
Harvey Elliott,1,MID,55,2.0,90.0,220.0,1,0.0,0.0,0.0,0
Harvey Elliott,2,MID,54,1.0,90.0,250.0,0,0.0,0.0,0.0,1
Harvey Elliott,3,MID,54,1.0,-10.0,30.0,1,0.03333333333333333,0.3333333333333333,0.3333333333333333,0
Hjalmar Ekdal,1,DEF,40,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Hjalmar Ekdal,2,DEF,40,0.0,0.0,0.0,1,1.8,90.0,1.0,9
Hjalmar Ekdal,3,DEF,40,-1.0,-50.0,-60.0,0,2.8666666666666667,90.0,3.666666666666667,3
Hugo Bueno López,1,DEF,45,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,1
Hugo Bueno López,2,DEF,45,0.0,-100.0,50.0,0,2.2,18.0,1.0,0
Hugo Bueno López,3,DEF,45,0.0,-10.0,-20.0,1,2.4333333333333336,27.0,0.6666666666666667,1
Hugo Ekitiké,1,FWD,85,2.0,90.0,220.0,1,0.0,0.0,0.0,11
Hugo Ekitiké,2,FWD,86,1.0,90.0,250.0,0,11.4,71.0,11.0,9
Hugo Ekitiké,3,FWD,87,1.0,-10.0,30.0,1,10.433333333333334,73.66666666666667,10.333333333333334,2
Hwang Hee-chan,1,MID,60,-1.0,-300.0,-130.0,1,0.0,0.0,0.0,1
Hwang Hee-chan,2,MID,60,0.0,-100.0,50.0,0,1.3,8.0,1.0,1
Hwang Hee-chan,3,MID,59,0.0,-10.0,-20.0,1,0.8666666666666668,9.333333333333334,1.0,7
Hákon Rafn Valdimarsson,1,GK,40,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Hákon Rafn Valdimarsson,2,GK,40,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Hákon Rafn Valdimarsson,3,GK,40,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Ian Maatsen,1,DEF,45,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Ian Maatsen,2,DEF,45,0.0,40.0,220.0,0,0.0,0.0,0.0,1
Ian Maatsen,3,DEF,44,0.0,-80.0,10.0,1,0.9333333333333332,8.666666666666666,0.3333333333333333,1
Ian Poveda-Ocampo,1,MID,50,-1.0,-50.0,-50.0,1,0.0,0.0,0.0,0
Ian Poveda-Ocampo,2,MID,50,0.0,0.0,0.0,0,0.0,0.0,0.0,0
Ian Poveda-Ocampo,3,MID,49,-1.0,-240.0,-30.0,1,0.0,0.0,0.0,0
Ibrahim Sangaré,1,MID,50,0.0,-140.0,100.0,1,0.0,0.0,0.0,2
Ibrahim Sangaré,2,MID,50,0.0,70.0,60.0,0,0.7,90.0,2.0,2
Ibrahim Sangaré,3,MID,50,0.0,50.0,80.0,1,0.9333333333333333,89.0,2.0,4
Ibrahima Konaté,1,DEF,55,2.0,90.0,220.0,1,0.0,0.0,0.0,1
Ibrahima Konaté,2,DEF,55,1.0,90.0,250.0,0,2.2,90.0,1.0,0
Ibrahima Konaté,3,DEF,55,1.0,-10.0,30.0,1,1.9333333333333336,90.0,0.6666666666666667,6
Idrissa Gana Gueye,1,MID,55,1.0,90.0,40.0,0,0.0,0.0,0.0,2
Idrissa Gana Gueye,2,MID,55,0.0,-70.0,-80.0,1,3.0,90.0,2.0,3
Idrissa Gana Gueye,3,MID,55,0.0,20.0,10.0,0,2.6666666666666665,90.0,2.3333333333333335,2
Igor Jesus Maciel da Cruz,1,FWD,60,0.0,-140.0,100.0,1,0.0,0.0,0.0,1
Igor Jesus Maciel da Cruz,2,FWD,60,0.0,70.0,60.0,0,0.5,11.0,1.0,1
Igor Jesus Maciel da Cruz,3,FWD,59,0.0,50.0,80.0,1,0.4666666666666667,8.0,1.0,1
Igor Julio dos Santos de Paulo,1,DEF,45,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Igor Julio dos Santos de Paulo,2,DEF,45,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Igor Julio dos Santos de Paulo,3,DEF,45,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Igor Thiago Nascimento Rodrigues,1,FWD,60,0.0,-100.0,140.0,0,0.0,0.0,0.0,6
Igor Thiago Nascimento Rodrigues,2,FWD,60,0.0,-220.0,-40.0,1,6.9,90.0,6.0,2
Igor Thiago Nascimento Rodrigues,3,FWD,60,1.0,30.0,240.0,0,5.866666666666667,90.0,4.666666666666667,6
Ilia Gruev,1,MID,50,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,1
Ilia Gruev,2,MID,50,-2.0,-240.0,-250.0,0,0.2,12.0,1.0,2
Ilia Gruev,3,MID,50,-2.0,-270.0,-120.0,1,0.4666666666666667,38.0,1.3333333333333335,3
Iliman Ndiaye,1,MID,65,1.0,90.0,40.0,0,0.0,0.0,0.0,2
Iliman Ndiaye,2,MID,65,0.0,-70.0,-80.0,1,2.7,90.0,2.0,8
Iliman Ndiaye,3,MID,65,0.0,20.0,10.0,0,4.6,81.0,4.0,7
Illan Meslier,1,GK,45,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,0
Illan Meslier,2,GK,45,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,0
Illan Meslier,3,GK,45,-2.0,-270.0,-120.0,1,0.0,0.0,0.0,0
Illia Zabarnyi,1,DEF,50,-2.0,-220.0,-90.0,0,0.0,0.0,0.0,0
Illia Zabarnyi,2,DEF,50,0.0,-50.0,100.0,1,0.0,0.0,0.0,0
Illia Zabarnyi,3,DEF,50,0.0,0.0,100.0,0,0.0,0.0,0.0,0
Isaac Hayden,1,MID,45,1.0,30.0,210.0,0,0.0,0.0,0.0,0
Isaac Hayden,2,MID,45,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,0
Isaac Hayden,3,MID,45,2.0,120.0,270.0,0,0.0,0.0,0.0,0
Isaac Heath,1,MID,45,1.0,90.0,40.0,0,0.0,0.0,0.0,0
Isaac Heath,2,MID,45,0.0,-70.0,-80.0,1,0.0,0.0,0.0,0
Isaac Heath,3,MID,45,0.0,20.0,10.0,0,0.0,0.0,0.0,0
Isaac Schmidt,1,DEF,40,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,0
Isaac Schmidt,2,DEF,40,-2.0,-240.0,-250.0,0,0.0,0.0,0.0,0
Isaac Schmidt,3,DEF,40,-2.0,-270.0,-120.0,1,0.0,0.0,0.0,0
Ismaïla Sarr,1,MID,65,-1.0,-90.0,40.0,0,0.0,0.0,0.0,3
Ismaïla Sarr,2,MID,65,0.0,-60.0,-70.0,1,2.6,90.0,3.0,8
Ismaïla Sarr,3,MID,65,0.0,-10.0,80.0,0,3.6,90.0,4.666666666666666,7
Ismeal Kabia,1,MID,45,1.0,250.0,190.0,0,0.0,0.0,0.0,0
Ismeal Kabia,2,MID,45,2.0,250.0,240.0,1,0.0,0.0,0.0,0
Ismeal Kabia,3,MID,45,-1.0,-30.0,10.0,0,0.0,0.0,0.0,0
Issa Diop,1,DEF,45,0.0,-80.0,30.0,0,0.0,0.0,0.0,0
Issa Diop,2,DEF,45,0.0,-10.0,10.0,1,0.0,0.0,0.0,0
Issa Diop,3,DEF,45,-1.0,-90.0,-30.0,0,0.0,0.0,0.0,0
Iwan Morgan,1,FWD,45,0.0,-100.0,140.0,0,0.0,0.0,0.0,0
Iwan Morgan,2,FWD,45,0.0,-220.0,-40.0,1,0.0,0.0,0.0,0
Iwan Morgan,3,FWD,45,1.0,30.0,240.0,0,0.0,0.0,0.0,0
Jack Fletcher,1,MID,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Jack Fletcher,2,MID,45,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Jack Fletcher,3,MID,45,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Jack Grealish,1,MID,65,1.0,90.0,40.0,0,0.0,0.0,0.0,1
Jack Grealish,2,MID,65,0.0,-70.0,-80.0,1,1.2,19.0,1.0,11
Jack Grealish,3,MID,66,0.0,20.0,10.0,0,4.0,42.66666666666667,4.333333333333333,10
Jack Harrison,1,MID,55,-1.0,-40.0,-90.0,1,0.0,0.0,0.0,1
Jack Harrison,2,MID,55,-2.0,-240.0,-250.0,0,0.6,12.0,1.0,0
Jack Harrison,3,MID,54,-2.0,-270.0,-120.0,1,0.4,8.0,0.6666666666666667,1
Jack Hinshelwood,1,MID,55,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Jack Hinshelwood,2,MID,54,0.0,80.0,70.0,0,0.0,0.0,0.0,1
Jack Hinshelwood,3,MID,54,-1.0,-290.0,-40.0,1,0.19999999999999998,15.0,0.3333333333333333,2
Jack Moorhouse,1,MID,45,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Jack Moorhouse,2,MID,45,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
Jack Moorhouse,3,MID,45,1.0,60.0,50.0,1,0.0,0.0,0.0,0
Jackson Tchatchoua,2,DEF,45,0.0,-100.0,50.0,0,0.0,0.0,0.0,1
Jackson Tchatchoua,3,DEF,45,0.0,-10.0,-20.0,1,2.9,55.0,1.0,1
Jacob Bruun Larsen,1,MID,55,-1.0,-110.0,-50.0,0,0.0,0.0,0.0,1
Jacob Bruun Larsen,2,MID,55,0.0,0.0,0.0,1,1.2,27.0,1.0,3
Jacob Bruun Larsen,3,MID,54,-1.0,-50.0,-60.0,0,0.9333333333333333,40.66666666666667,1.6666666666666667,5
Jacob Murphy,1,MID,65,1.0,30.0,210.0,0,0.0,0.0,0.0,1
Jacob Murphy,2,MID,64,-1.0,-250.0,-90.0,1,0.6,12.0,1.0,0
Jacob Murphy,3,MID,63,2.0,120.0,270.0,0,0.4,8.0,0.6666666666666667,3
Jacob Ramsey,1,MID,55,-1.0,-210.0,-30.0,1,0.0,0.0,0.0,0
Jacob Ramsey,2,MID,55,-1.0,-250.0,-90.0,1,0.0,0.0,0.0,1
Jacob Ramsey,3,MID,55,2.0,120.0,270.0,0,0.5,4.666666666666666,0.3333333333333333,1
Jacob Slater,1,DEF,40,0.0,-30.0,80.0,1,0.0,0.0,0.0,0
Jacob Slater,2,DEF,40,0.0,80.0,70.0,0,0.0,0.0,0.0,0
Jacob Slater,3,DEF,40,-1.0,-290.0,-40.0,1,0.0,0.0,0.0,0
Jadon Sancho,1,MID,60,-1.0,-190.0,-250.0,1,0.0,0.0,0.0,0
Jadon Sancho,2,MID,60,0.0,-10.0,10.0,0,0.0,0.0,0.0,0
